job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year
Software Engineer,Full-Time,Senior,224000,USD,United States,224000,United States,Medium,2024
Software Engineer,Full-Time,Mid,154000,USD,United States,154000,United States,Medium,2024
Software Engineer,Full-Time,Mid,67700,USD,United States,67700,United States,Medium,2024
Software Engineer,Full-Time,Senior,250200,USD,United States,250200,United States,Medium,2024
Software Engineer,Full-Time,Senior,117200,USD,United States,117200,United States,Medium,2024
Software Engineer,Full-Time,Mid,208800,USD,United States,208800,United States,Medium,2024
Software Engineer,Full-Time,Mid,98300,USD,United States,98300,United States,Medium,2024
Systems Engineer,Full-Time,Mid,173650,USD,United States,173650,United States,Medium,2024
Systems Engineer,Full-Time,Mid,87550,USD,United States,87550,United States,Medium,2024
Research Scientist,Full-Time,Mid,265200,USD,United States,265200,United States,Medium,2024
Research Scientist,Full-Time,Mid,151800,USD,United States,151800,United States,Medium,2024
Product Manager,Full-Time,Mid,137000,USD,United States,137000,United States,Medium,2024
Product Manager,Full-Time,Mid,60400,USD,United States,60400,United States,Medium,2024
Software Development Engineer,Full-Time,Senior,312200,USD,United States,312200,United States,Medium,2024
Software Development Engineer,Full-Time,Senior,175800,USD,United States,175800,United States,Medium,2024
Data Engineer,Full-Time,Mid,279400,USD,United States,279400,United States,Medium,2024
Data Engineer,Full-Time,Mid,246552,USD,United States,246552,United States,Medium,2024
Data Engineer,Full-Time,Senior,138000,USD,United States,138000,United States,Medium,2024
Data Engineer,Full-Time,Senior,86000,USD,United States,86000,United States,Medium,2024
Data Engineer,Full-Time,Senior,70000,GBP,United Kingdom,87500,United Kingdom,Medium,2024
Data Engineer,Full-Time,Senior,60000,GBP,United Kingdom,75000,United Kingdom,Medium,2024
Data Engineer,Full-Time,Mid,234400,USD,United States,234400,United States,Medium,2024
Data Engineer,Full-Time,Mid,141100,USD,United States,141100,United States,Medium,2024
Data Engineer,Full-Time,Senior,257900,USD,United States,257900,United States,Medium,2024
Data Engineer,Full-Time,Senior,155200,USD,United States,155200,United States,Medium,2024
AI Developer,Full-Time,Mid,135000,USD,United States,135000,United States,Medium,2024
AI Developer,Full-Time,Mid,125000,USD,United States,125000,United States,Medium,2024
Data Analyst,Full-Time,Senior,261250,USD,United States,261250,United States,Medium,2024
Data Analyst,Full-Time,Senior,123626,USD,United States,123626,United States,Medium,2024
Data Analyst,Full-Time,Mid,70000,USD,United States,70000,United States,Medium,2024
Data Analyst,Full-Time,Mid,70000,USD,United States,70000,United States,Medium,2024
Data Analyst,Full-Time,Executive,140000,USD,United States,140000,United States,Medium,2024
Data Analyst,Full-Time,Executive,100000,USD,United States,100000,United States,Medium,2024
Data Analyst,Full-Time,Entry,93000,USD,Germany,93000,Germany,Medium,2024
Data Analyst,Full-Time,Entry,83000,USD,Germany,83000,Germany,Medium,2024
Machine Learning Engineer,Full-Time,Mid,210960,USD,United States,210960,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,117000,USD,United States,117000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,194750,USD,United States,194750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,129200,USD,United States,129200,United States,Medium,2024
Research Scientist,Full-Time,Entry,177000,USD,United States,177000,United States,Medium,2024
Research Scientist,Full-Time,Entry,119000,USD,United States,119000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,168150,USD,United States,168150,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,116000,USD,United States,116000,United States,Medium,2024
AI Engineer,Full-Time,Senior,250200,USD,United States,250200,United States,Medium,2024
AI Engineer,Full-Time,Senior,117200,USD,United States,117200,United States,Medium,2024
AI Engineer,Full-Time,Senior,294000,USD,United States,294000,United States,Medium,2024
AI Engineer,Full-Time,Senior,137600,USD,United States,137600,United States,Medium,2024
Research Scientist,Full-Time,Senior,280000,USD,United States,280000,United States,Medium,2024
Research Scientist,Full-Time,Senior,136800,USD,United States,136800,United States,Medium,2024
Research Scientist,Full-Time,Mid,173000,USD,United States,173000,United States,Medium,2024
Research Scientist,Full-Time,Mid,117000,USD,United States,117000,United States,Medium,2024
Software Engineer,Full-Time,Mid,264200,USD,United States,264200,United States,Medium,2024
Software Engineer,Full-Time,Mid,143100,USD,United States,143100,United States,Medium,2024
Data Management Specialist,Full-Time,Senior,95000,USD,United States,95000,United States,Medium,2024
Data Management Specialist,Full-Time,Senior,53800,USD,United States,53800,United States,Medium,2024
Applied Scientist,Full-Time,Senior,205000,USD,United States,205000,United States,Medium,2024
Applied Scientist,Full-Time,Senior,136000,USD,United States,136000,United States,Medium,2024
Applied Scientist,Full-Time,Senior,304200,USD,United States,304200,United States,Medium,2024
Applied Scientist,Full-Time,Senior,158500,USD,United States,158500,United States,Medium,2024
Applied Scientist,Full-Time,Senior,250200,USD,United States,250200,United States,Medium,2024
Applied Scientist,Full-Time,Senior,117200,USD,United States,117200,United States,Medium,2024
Research Engineer,Full-Time,Senior,355000,USD,United States,355000,United States,Medium,2024
Research Engineer,Full-Time,Senior,194000,USD,United States,194000,United States,Medium,2024
Research Engineer,Full-Time,Senior,250000,USD,United States,250000,United States,Medium,2024
Research Engineer,Full-Time,Senior,145000,USD,United States,145000,United States,Medium,2024
Software Engineer,Full-Time,Senior,337250,USD,United States,337250,United States,Medium,2024
Software Engineer,Full-Time,Senior,184300,USD,United States,184300,United States,Medium,2024
Software Engineer,Full-Time,Senior,340100,USD,United States,340100,United States,Medium,2024
Software Engineer,Full-Time,Senior,199500,USD,United States,199500,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,237500,USD,United States,237500,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,137750,USD,United States,137750,United States,Medium,2024
Engineering Manager,Full-Time,Mid,389500,USD,United States,389500,United States,Medium,2024
Engineering Manager,Full-Time,Mid,212800,USD,United States,212800,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,210960,USD,Canada,210960,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,117000,USD,Canada,117000,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,389500,USD,United States,389500,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,212800,USD,United States,212800,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,194750,USD,United States,194750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,129960,USD,United States,129960,United States,Medium,2024
Research Scientist,Full-Time,Mid,210960,USD,Canada,210960,Canada,Medium,2024
Research Scientist,Full-Time,Mid,117000,USD,Canada,117000,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,410000,USD,United States,410000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,224000,USD,United States,224000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,355000,USD,United States,355000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,145000,USD,United States,145000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,410000,USD,United States,410000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,295194,USD,United States,295194,United States,Medium,2024
Software Developer,Full-Time,Senior,223500,USD,United States,223500,United States,Medium,2024
Software Developer,Full-Time,Senior,94200,USD,United States,94200,United States,Medium,2024
Data Scientist,Full-Time,Senior,250000,USD,United States,250000,United States,Medium,2024
Data Scientist,Full-Time,Senior,145000,USD,United States,145000,United States,Medium,2024
Data Scientist,Full-Time,Mid,395000,USD,United States,395000,United States,Medium,2024
Data Scientist,Full-Time,Mid,201000,USD,United States,201000,United States,Medium,2024
Data Scientist,Full-Time,Senior,312866,USD,United States,312866,United States,Medium,2024
Data Scientist,Full-Time,Senior,167537,USD,United States,167537,United States,Medium,2024
Data Scientist,Full-Time,Mid,177777,USD,United States,177777,United States,Medium,2024
Data Scientist,Full-Time,Mid,114000,USD,United States,114000,United States,Medium,2024
Data Scientist,Full-Time,Senior,196900,USD,United States,196900,United States,Medium,2024
Data Scientist,Full-Time,Senior,175420,USD,United States,175420,United States,Medium,2024
Data Scientist,Full-Time,Senior,251600,USD,United States,251600,United States,Medium,2024
Data Scientist,Full-Time,Senior,120100,USD,United States,120100,United States,Medium,2024
Data Scientist,Full-Time,Senior,199500,USD,United States,199500,United States,Medium,2024
Data Scientist,Full-Time,Senior,86700,USD,United States,86700,United States,Medium,2024
Data Scientist,Full-Time,Senior,223500,USD,United States,223500,United States,Medium,2024
Data Scientist,Full-Time,Senior,109100,USD,United States,109100,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Scientist,Full-Time,Senior,134561,USD,United States,134561,United States,Medium,2024
Data Scientist,Full-Time,Senior,79154,USD,United States,79154,United States,Medium,2024
Site Reliability Engineer,Full-Time,Mid,250000,USD,United States,250000,United States,Medium,2024
Site Reliability Engineer,Full-Time,Mid,145000,USD,United States,145000,United States,Medium,2024
Research Scientist,Full-Time,Mid,173000,USD,United States,173000,United States,Medium,2024
Research Scientist,Full-Time,Mid,112500,USD,United States,112500,United States,Medium,2024
Research Scientist,Full-Time,Senior,178200,USD,United States,178200,United States,Medium,2024
Research Scientist,Full-Time,Senior,74800,USD,United States,74800,United States,Medium,2024
Software Engineer,Full-Time,Mid,171000,USD,United States,171000,United States,Medium,2024
Software Engineer,Full-Time,Mid,97000,USD,United States,97000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Entry,168889,USD,United States,168889,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Entry,101080,USD,United States,101080,United States,Medium,2024
Software Engineer,Full-Time,Mid,158400,USD,United States,158400,United States,Medium,2024
Software Engineer,Full-Time,Mid,133896,USD,United States,133896,United States,Medium,2024
Software Engineer,Full-Time,Senior,200200,USD,United States,200200,United States,Medium,2024
Software Engineer,Full-Time,Senior,178360,USD,United States,178360,United States,Medium,2024
Security Engineer,Full-Time,Mid,208800,USD,United States,208800,United States,Medium,2024
Security Engineer,Full-Time,Mid,98300,USD,United States,98300,United States,Medium,2024
Product Manager,Full-Time,Senior,294000,USD,United States,294000,United States,Medium,2024
Product Manager,Full-Time,Senior,137600,USD,United States,137600,United States,Medium,2024
Product Manager,Full-Time,Senior,250200,USD,United States,250200,United States,Medium,2024
Product Manager,Full-Time,Senior,117200,USD,United States,117200,United States,Medium,2024
Software Engineer,Full-Time,Mid,280000,USD,United States,280000,United States,Medium,2024
Software Engineer,Full-Time,Mid,136000,USD,United States,136000,United States,Medium,2024
Research Scientist,Full-Time,Senior,239000,USD,United States,239000,United States,Medium,2024
Research Scientist,Full-Time,Senior,161000,USD,United States,161000,United States,Medium,2024
Data Scientist,Full-Time,Senior,295000,USD,United States,295000,United States,Medium,2024
Data Scientist,Full-Time,Senior,158000,USD,United States,158000,United States,Medium,2024
Data Scientist,Full-Time,Senior,395280,USD,United States,395280,United States,Medium,2024
Data Scientist,Full-Time,Senior,201000,USD,United States,201000,United States,Medium,2024
Data Scientist,Full-Time,Senior,395280,USD,United States,395280,United States,Medium,2024
Data Scientist,Full-Time,Senior,176355,USD,United States,176355,United States,Medium,2024
Data Scientist,Full-Time,Mid,228000,USD,United States,228000,United States,Medium,2024
Data Scientist,Full-Time,Mid,136800,USD,United States,136800,United States,Medium,2024
Data Scientist,Full-Time,Senior,220000,USD,Egypt,220000,Egypt,Medium,2024
Data Scientist,Full-Time,Senior,96600,USD,Egypt,96600,Egypt,Medium,2024
Data Scientist,Full-Time,Mid,117480,USD,United States,117480,United States,Medium,2024
Data Scientist,Full-Time,Mid,78320,USD,United States,78320,United States,Medium,2024
Data Quality Specialist,Full-Time,Senior,137972,USD,United States,137972,United States,Medium,2024
Data Quality Specialist,Full-Time,Senior,82783,USD,United States,82783,United States,Medium,2024
Data Governance Analyst,Full-Time,Entry,128000,USD,United States,128000,United States,Medium,2024
Data Governance Analyst,Full-Time,Entry,64000,USD,United States,64000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,221760,USD,United States,221760,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,126000,USD,United States,126000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,280000,USD,United States,280000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,187040,USD,United States,187040,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,210672,USD,United States,210672,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,119700,USD,United States,119700,United States,Medium,2024
Machine Learning Engineer,Full-Time,Entry,194750,USD,United States,194750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Entry,129960,USD,United States,129960,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,280000,USD,United States,280000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,187040,USD,United States,187040,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,237500,USD,United States,237500,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,137750,USD,United States,137750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,194750,USD,United States,194750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,129960,USD,United States,129960,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,237500,USD,United States,237500,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,137750,USD,United States,137750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,205000,USD,United States,205000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,136800,USD,United States,136800,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,194750,USD,United States,194750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,129200,USD,United States,129200,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,358000,USD,United States,358000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,210000,USD,United States,210000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,194750,USD,United States,194750,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,129200,USD,United States,129200,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,355000,USD,United States,355000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,194000,USD,United States,194000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,410000,USD,United States,410000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,224000,USD,United States,224000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,337250,USD,United States,337250,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,184300,USD,United States,184300,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,280000,USD,United States,280000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,136800,USD,United States,136800,United States,Medium,2024
People Data Analyst,Full-Time,Executive,45000,USD,Brazil,45000,Brazil,Medium,2024
Data Analyst,Full-Time,Mid,158000,USD,United States,158000,United States,Medium,2024
Data Analyst,Full-Time,Mid,108000,USD,United States,108000,United States,Medium,2024
Data Analyst,Full-Time,Senior,110760,USD,Canada,110760,Canada,Medium,2024
Data Analyst,Full-Time,Senior,34320,USD,Canada,34320,Canada,Medium,2024
Data Analyst,Full-Time,Senior,99200,USD,United States,99200,United States,Medium,2024
Data Analyst,Full-Time,Senior,69400,USD,United States,69400,United States,Medium,2024
Data Analyst,Full-Time,Senior,99200,USD,United States,99200,United States,Medium,2024
Data Analyst,Full-Time,Senior,69400,USD,United States,69400,United States,Medium,2024
Data Analyst,Full-Time,Senior,99200,USD,United States,99200,United States,Medium,2024
Data Analyst,Full-Time,Senior,69400,USD,United States,69400,United States,Medium,2024
Data Analyst,Full-Time,Entry,141200,USD,United States,141200,United States,Medium,2024
Data Analyst,Full-Time,Entry,75400,USD,United States,75400,United States,Medium,2024
Associate,Full-Time,Mid,304000,USD,United States,304000,United States,Medium,2024
Associate,Full-Time,Mid,226000,USD,United States,226000,United States,Medium,2024
Data Scientist,Full-Time,Senior,185000,USD,United States,185000,United States,Medium,2024
Data Scientist,Full-Time,Senior,100000,USD,United States,100000,United States,Medium,2024
Data Scientist,Full-Time,Mid,166000,USD,United States,166000,United States,Medium,2024
Data Scientist,Full-Time,Mid,104000,USD,United States,104000,United States,Medium,2024
Data Scientist,Full-Time,Mid,106890,USD,Canada,106890,Canada,Medium,2024
Data Scientist,Full-Time,Mid,88566,USD,Canada,88566,Canada,Medium,2024
Data Scientist,Full-Time,Senior,242650,USD,United States,242650,United States,Medium,2024
Data Scientist,Full-Time,Senior,157550,USD,United States,157550,United States,Medium,2024
Data Scientist,Full-Time,Mid,140000,USD,United States,140000,United States,Medium,2024
Data Scientist,Full-Time,Mid,140000,USD,United States,140000,United States,Medium,2024
Data Scientist,Full-Time,Mid,259000,USD,United States,259000,United States,Medium,2024
Data Scientist,Full-Time,Mid,164509,USD,United States,164509,United States,Medium,2024
Data Scientist,Full-Time,Mid,119200,USD,United States,119200,United States,Medium,2024
Data Scientist,Full-Time,Mid,86600,USD,United States,86600,United States,Medium,2024
Platform Engineer,Full-Time,Executive,340000,USD,United States,340000,United States,Medium,2024
Platform Engineer,Full-Time,Executive,183000,USD,United States,183000,United States,Medium,2024
Research Associate,Full-Time,Mid,45585,GBP,United Kingdom,56981,United Kingdom,Medium,2024
Research Associate,Full-Time,Mid,36023,GBP,United Kingdom,45028,United Kingdom,Medium,2024
Software Engineer,Full-Time,Senior,284000,USD,United States,284000,United States,Medium,2024
Software Engineer,Full-Time,Senior,189000,USD,United States,189000,United States,Medium,2024
Systems Engineer,Full-Time,Senior,209169,USD,United States,209169,United States,Medium,2024
Systems Engineer,Full-Time,Senior,96038,USD,United States,96038,United States,Medium,2024
Data Engineer,Full-Time,Senior,235400,USD,United States,235400,United States,Medium,2024
Data Engineer,Full-Time,Senior,204644,USD,United States,204644,United States,Medium,2024
Data Engineer,Full-Time,Mid,138000,USD,United States,138000,United States,Medium,2024
Data Engineer,Full-Time,Mid,86000,USD,United States,86000,United States,Medium,2024
Data Engineer,Full-Time,Mid,179000,USD,United States,179000,United States,Medium,2024
Data Engineer,Full-Time,Mid,112000,USD,United States,112000,United States,Medium,2024
Data Engineer,Full-Time,Senior,179000,USD,United States,179000,United States,Medium,2024
Data Engineer,Full-Time,Senior,112000,USD,United States,112000,United States,Medium,2024
Data Engineer,Full-Time,Senior,113600,USD,United States,113600,United States,Medium,2024
Data Engineer,Full-Time,Senior,90880,USD,United States,90880,United States,Medium,2024
Data Engineer,Full-Time,Senior,188500,USD,United States,188500,United States,Medium,2024
Data Engineer,Full-Time,Senior,165100,USD,United States,165100,United States,Medium,2024
Data Quality Specialist,Full-Time,Mid,134100,USD,United States,134100,United States,Medium,2024
Data Quality Specialist,Full-Time,Mid,90100,USD,United States,90100,United States,Medium,2024
Machine Learning Engineer,Full-Time,Entry,250000,USD,United States,250000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Entry,145000,USD,United States,145000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,170000,USD,United States,170000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,119000,USD,United States,119000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,266000,USD,United States,266000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,177688,USD,United States,177688,United States,Medium,2024
Software Engineer,Full-Time,Senior,284000,USD,United States,284000,United States,Medium,2024
Software Engineer,Full-Time,Senior,189000,USD,United States,189000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,264200,USD,United States,264200,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,143100,USD,United States,143100,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,199700,USD,Canada,199700,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,108100,USD,Canada,108100,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,209800,USD,United States,209800,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,127100,USD,United States,127100,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,250600,USD,United States,250600,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,135400,USD,United States,135400,United States,Medium,2024
Business Intelligence,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Business Intelligence,Full-Time,Senior,100000,USD,United States,100000,United States,Medium,2024
Product Manager,Full-Time,Senior,250200,USD,United States,250200,United States,Medium,2024
Product Manager,Full-Time,Senior,117200,USD,United States,117200,United States,Medium,2024
Research Scientist,Full-Time,Entry,168150,USD,United States,168150,United States,Medium,2024
Research Scientist,Full-Time,Entry,116000,USD,United States,116000,United States,Medium,2024
Data Architect,Full-Time,Senior,216000,USD,United States,216000,United States,Medium,2024
Data Architect,Full-Time,Senior,135000,USD,United States,135000,United States,Medium,2024
Data Architect,Full-Time,Senior,215625,USD,United States,215625,United States,Medium,2024
Data Architect,Full-Time,Senior,138000,USD,United States,138000,United States,Medium,2024
Data Architect,Full-Time,Senior,179000,USD,United States,179000,United States,Medium,2024
Data Architect,Full-Time,Senior,112000,USD,United States,112000,United States,Medium,2024
Data Manager,Full-Time,Mid,51283,GBP,United Kingdom,64103,United Kingdom,Medium,2024
Data Manager,Full-Time,Mid,39347,GBP,United Kingdom,49183,United Kingdom,Medium,2024
Software Engineer,Full-Time,Mid,173000,USD,United States,173000,United States,Medium,2024
Software Engineer,Full-Time,Mid,112500,USD,United States,112500,United States,Medium,2024
Research Engineer,Full-Time,Senior,173000,USD,United States,173000,United States,Medium,2024
Research Engineer,Full-Time,Senior,112500,USD,United States,112500,United States,Medium,2024
Research Scientist,Full-Time,Senior,251000,USD,United States,251000,United States,Medium,2024
Research Scientist,Full-Time,Senior,177000,USD,United States,177000,United States,Medium,2024
Associate,Full-Time,Mid,186000,USD,United States,186000,United States,Medium,2024
Associate,Full-Time,Mid,145000,USD,United States,145000,United States,Medium,2024
Software Engineer,Full-Time,Senior,323900,USD,United States,323900,United States,Medium,2024
Software Engineer,Full-Time,Senior,241500,USD,United States,241500,United States,Medium,2024
Research Scientist,Full-Time,Mid,173000,USD,United States,173000,United States,Medium,2024
Research Scientist,Full-Time,Mid,112500,USD,United States,112500,United States,Medium,2024
Software Engineer,Full-Time,Mid,240240,USD,United States,240240,United States,Medium,2024
Software Engineer,Full-Time,Mid,216429,USD,United States,216429,United States,Medium,2024
Systems Engineer,Full-Time,Senior,234000,USD,United States,234000,United States,Medium,2024
Systems Engineer,Full-Time,Senior,146000,USD,United States,146000,United States,Medium,2024
Engineering Manager,Full-Time,Mid,290180,USD,United States,290180,United States,Medium,2024
Engineering Manager,Full-Time,Mid,276073,USD,United States,276073,United States,Medium,2024
DevOps Engineer,Full-Time,Mid,150000,USD,United States,150000,United States,Medium,2024
DevOps Engineer,Full-Time,Mid,110000,USD,United States,110000,United States,Medium,2024
Software Engineer,Full-Time,Senior,229900,USD,United States,229900,United States,Medium,2024
Software Engineer,Full-Time,Senior,201400,USD,United States,201400,United States,Medium,2024
Data Scientist,Full-Time,Senior,246000,USD,United States,246000,United States,Medium,2024
Data Scientist,Full-Time,Senior,210000,USD,United States,210000,United States,Medium,2024
Data Scientist,Full-Time,Entry,114400,USD,United States,114400,United States,Medium,2024
Data Scientist,Full-Time,Entry,69690,USD,United States,69690,United States,Medium,2024
Data Scientist,Full-Time,Mid,164314,USD,United States,164314,United States,Medium,2024
Data Scientist,Full-Time,Mid,68405,USD,United States,68405,United States,Medium,2024
Software Engineer,Full-Time,Senior,276000,USD,United States,276000,United States,Medium,2024
Software Engineer,Full-Time,Senior,148000,USD,United States,148000,United States,Medium,2024
Data Analyst,Full-Time,Senior,212750,USD,United States,212750,United States,Medium,2024
Data Analyst,Full-Time,Senior,132000,USD,United States,132000,United States,Medium,2024
Data Engineer,Full-Time,Senior,167000,USD,United States,167000,United States,Medium,2024
Data Engineer,Full-Time,Senior,95000,USD,United States,95000,United States,Medium,2024
Data Engineer,Full-Time,Senior,200070,USD,Canada,200070,Canada,Medium,2024
Data Engineer,Full-Time,Senior,107730,USD,Canada,107730,Canada,Medium,2024
Data Engineer,Full-Time,Senior,155000,USD,United States,155000,United States,Medium,2024
Data Engineer,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Engineer,Full-Time,Mid,105000,USD,United States,105000,United States,Medium,2024
Data Engineer,Full-Time,Mid,51600,USD,United States,51600,United States,Medium,2024
Engineering Manager,Full-Time,Mid,419750,USD,United States,419750,United States,Medium,2024
Engineering Manager,Full-Time,Mid,220000,USD,United States,220000,United States,Medium,2024
Data Management Analyst,Full-Time,Entry,105000,USD,United States,105000,United States,Medium,2024
Data Management Analyst,Full-Time,Entry,85500,USD,United States,85500,United States,Medium,2024
Software Engineer,Full-Time,Mid,145537,USD,United States,145537,United States,Medium,2024
Software Engineer,Full-Time,Mid,119076,USD,United States,119076,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Mid,127650,USD,United States,127650,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Mid,75650,USD,United States,75650,United States,Medium,2024
Software Engineer,Full-Time,Senior,339250,USD,United States,339250,United States,Medium,2024
Software Engineer,Full-Time,Senior,148000,USD,United States,148000,United States,Medium,2024
Associate,Full-Time,Mid,95000,USD,United States,95000,United States,Medium,2024
Associate,Full-Time,Mid,80000,USD,United States,80000,United States,Medium,2024
Platform Engineer,Full-Time,Senior,228000,USD,United States,228000,United States,Medium,2024
Platform Engineer,Full-Time,Senior,136000,USD,United States,136000,United States,Medium,2024
AI Researcher,Full-Time,Senior,200000,USD,United States,200000,United States,Medium,2024
AI Researcher,Full-Time,Senior,40000,USD,United States,40000,United States,Medium,2024
Data Scientist,Full-Time,Senior,160000,USD,United States,160000,United States,Medium,2024
Data Scientist,Full-Time,Senior,160000,USD,United States,160000,United States,Medium,2024
Data Scientist,Full-Time,Mid,176000,USD,United States,176000,United States,Medium,2024
Data Scientist,Full-Time,Mid,158400,USD,United States,158400,United States,Medium,2024
Data Scientist,Full-Time,Mid,176000,USD,United States,176000,United States,Medium,2024
Data Scientist,Full-Time,Mid,158400,USD,United States,158400,United States,Medium,2024
Data Scientist,Full-Time,Mid,221500,USD,United States,221500,United States,Medium,2024
Data Scientist,Full-Time,Mid,153000,USD,United States,153000,United States,Medium,2024
Data Scientist,Full-Time,Senior,280000,USD,United States,280000,United States,Medium,2024
Data Scientist,Full-Time,Senior,200000,USD,United States,200000,United States,Medium,2024
Data Scientist,Full-Time,Senior,221500,USD,United States,221500,United States,Medium,2024
Data Scientist,Full-Time,Senior,153000,USD,United States,153000,United States,Medium,2024
Data Scientist,Full-Time,Senior,241500,USD,United States,241500,United States,Medium,2024
Data Scientist,Full-Time,Senior,156000,USD,United States,156000,United States,Medium,2024
Data Scientist,Full-Time,Senior,137300,USD,United States,137300,United States,Medium,2024
